Chord; Position; Fingering; Max Fingers Required; Number of Barres; Fret Range; Highest Ring Finger; Highest Pinky Finger
Am9b5; ['5', '6', '5', '5', '8', '7']; ['1', '2', '1', '1', '4', '3']; 1; 1; 3; 1; 2
A+7b9; ['x', '12', '11', '12', '11', '13']; ['0', '2', '1', '3', '1', '4']; 2; 1; 2; 3; 1
A+7b9; ['5', 'x', '5', '6', '6', '6']; ['1', '0', '2', '3', '3', '3']; 2; 1; 1; 3; 0
A+7#9; ['x', '12', '11', '12', '13', '13']; ['0', '2', '1', '3', '4', '4']; 2; 1; 2; 3; 2
A+7#9; ['5', 'x', '5', '6', '6', '8']; ['1', '0', '2', '3', '3', '4']; 2; 1; 3; 3; 1
B; ['x', '2', '4', '4', '4', '2']; ['0', '1', '3', '3', '3', '1']; 1; 2; 2; 4; 0
B; ['x', '2', '4', '4', '4', '2']; ['0', '1', '2', '3', '4', '1']; 3; 1; 2; 3; 2
B; ['7', '9', '9', '8', '7', '7']; ['1', '3', '4', '2', '1', '1']; 2; 1; 2; 5; 4
B; ['x', 'x', '9', '11', '12', '11']; ['0', '0', '1', '3', '4', '2']; 2; 0; 3; 3; 2
B; ['x', '14', '13', '11', '12', '11']; ['0', '4', '3', '1', '2', '1']; 1; 1; 3; 4; 5
B; ['7', '6', '4', '4', '4', '7']; ['3', '2', '1', '1', '1', '4']; 2; 1; 3; 6; 1
Bm; ['x', '2', '4', '4', '3', '2']; ['0', '1', '3', '4', '2', '1']; 2; 1; 2; 4; 3
Bm; ['7', '9', '9', '7', '7', '7']; ['1', '3', '4', '1', '1', '1']; 2; 1; 2; 5; 4
Bm; ['x', 'x', '9', '11', '12', '10']; ['0', '0', '1', '3', '4', '2']; 1; 0; 3; 3; 2
Bm; ['x', 'x', '9', '7', '7', '7']; ['0', '0', '3', '1', '1', '1']; 1; 1; 2; 4; 0
B5; ['x', '2', '4', '4', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 2; 0; 2; 4; 3
B5; ['7', '9', '9', 'x', 'x', 'x']; ['1', '3', '4', '0', '0', '0']; 2; 0; 2; 5; 4
B5; ['x', 'x', 'x', '4', '7', '7']; ['0', '0', '0', '1', '4', '4']; 1; 1; 3; 0; 2
B5; ['x', 'x', '9', '11', '12', 'x']; ['0', '0', '1', '3', '4', '0']; 1; 0; 3; 3; 2
Bsus2; ['x', '2', '4', '4', '2', '2']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Bsus2; ['7', '4', '4', '6', '0', 'x']; ['4', '1', '2', '3', '0', '0']; 2; 0; 3; 3; 6
Bsus2; ['x', '2', '4', '6', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 1; 0; 4; 4; 3
Bsus2; ['x', 'x', '9', '6', '7', '9']; ['0', '0', '3', '1', '2', '4']; 2; 0; 3; 4; 1
Bsus2; ['x', 'x', '9', '11', '12', '9']; ['0', '0', '1', '3', '4', '1']; 1; 1; 3; 3; 2
Bsus4; ['x', '2', '4', '4', '5', '2']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
Bsus4; ['7', '9', '9', '9', '7', '7']; ['1', '3', '3', '3', '1', '1']; 1; 2; 2; 5; 0
Bsus4; ['7', '9', '9', '9', '7', '7']; ['1', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
Bsus4; ['x', 'x', '9', '11', '12', '12']; ['0', '0', '1', '3', '4', '4']; 1; 1; 3; 3; 2
Bsus4; ['x', 'x', '9', '9', '7', '7']; ['0', '0', '3', '4', '1', '1']; 2; 1; 2; 4; 3
B+; ['x', '14', '13', '12', '12', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 2; 4; 5
B+; ['x', 'x', '9', '8', '8', '7']; ['0', '0', '4', '2', '3', '1']; 2; 0; 2; 2; 4
B+; ['7', '6', '5', '4', 'x', 'x']; ['4', '3', '2', '1', '0', '0']; 1; 0; 3; 5; 6
B+; ['7', '10', '9', '8', 'x', 'x']; ['1', '4', '3', '2', '0', '0']; 1; 0; 3; 4; 5
B+; ['x', '2', 'x', '4', '4', '3']; ['0', '1', '0', '3', '4', '2']; 2; 0; 2; 3; 2
B°; ['x', '2', '3', '4', '3', 'x']; ['0', '1', '2', '4', '3', '0']; 2; 0; 2; 2; 3
B°; ['7', 'x', '9', '7', '6', 'x']; ['2', '0', '4', '3', '1', '0']; 2; 0; 3; 3; 4
B°; ['7', '8', '9', '7', 'x', 'x']; ['1', '3', '4', '2', '0', '0']; 2; 0; 2; 5; 4
B7; ['x', 'x', '9', '11', '10', '11']; ['0', '0', '1', '3', '2', '4']; 2; 0; 2; 3; 1
B7; ['x', '2', '1', '2', '0', '2']; ['0', '2', '1', '3', '0', '4']; 3; 0; 1; 3; 1
B7; ['x', '2', '4', '2', '4', '2']; ['0', '1', '3', '1', '4', '1']; 2; 1; 2; 4; 2
B7; ['7', '9', '7', '8', '7', '7']; ['1', '3', '1', '4', '1', '1']; 1; 1; 2; 5; 3
B7; ['7', 'x', '7', '7', '8', '7']; ['1', '0', '2', '2', '4', '3']; 3; 1; 1; 1; 2
B7; ['x', '14', '13', '14', '12', 'x']; ['0', '3', '2', '4', '1', '0']; 2; 0; 2; 5; 3
B7; ['7', 'x', '7', '8', '7', 'x']; ['1', '0', '2', '4', '3', '0']; 3; 0; 1; 2; 3
B7sus4; ['x', '2', '2', '2', '0', '0']; ['0', '1', '2', '3', '0', '0']; 3; 0; 0; 3; 0
B7sus4; ['x', '2', '2', '2', '0', '0']; ['0', '2', '3', '4', '0', '0']; 3; 0; 0; 4; 3
B7sus4; ['x', '2', '4', '4', '5', '2']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
B7sus4; ['7', '9', '7', '9', '7', '7']; ['1', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
B7sus4; ['x', '14', '14', '14', '12', '12']; ['0', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
B7sus4; ['x', '2', '4', '2', '5', '2']; ['0', '1', '3', '1', '4', '1']; 1; 1; 3; 4; 2
B7sus4; ['x', 'x', '9', '11', '10', '12']; ['0', '0', '1', '3', '2', '4']; 1; 0; 3; 3; 1
Bm7; ['x', '2', '0', '2', '0', '2']; ['0', '1', '0', '3', '0', '4']; 3; 0; 0; 3; 1
Bm7; ['x', '2', '0', '2', '0', '2']; ['0', '2', '0', '3', '0', '4']; 3; 0; 0; 3; 1
Bm7; ['x', '2', '4', '2', '3', '2']; ['0', '1', '3', '1', '2', '1']; 1; 1; 2; 4; 0
Bm7; ['7', '9', '7', '7', '7', '7']; ['1', '3', '1', '1', '1', '1']; 1; 1; 2; 5; 0
Bm7; ['7', 'x', '7', '7', '7', 'x']; ['1', '0', '2', '3', '4', '0']; 4; 0; 0; 3; 2
Bm7; ['7', 'x', '7', '7', '7', 'x']; ['1', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
Bm7; ['7', 'x', '7', '7', '7', 'x']; ['2', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
Bm7; ['x', '2', '0', '2', '3', 'x']; ['0', '1', '0', '2', '3', '0']; 2; 0; 1; 2; 0
Bm7; ['x', '2', '0', '2', '3', 'x']; ['0', '2', '0', '3', '4', '0']; 2; 0; 1; 3; 2
Bm7; ['x', '2', '0', '2', '3', 'x']; ['0', '1', '0', '3', '4', '0']; 2; 0; 1; 3; 2
Bm7; ['7', '9', '9', '7', '10', '7']; ['1', '2', '3', '1', '4', '1']; 2; 1; 3; 4; 2
Bm7; ['x', '14', '12', '14', '15', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 3; 3; 2
Bm7; ['x', '14', '12', '14', '12', 'x']; ['0', '3', '1', '4', '1', '0']; 2; 1; 2; 5; 3
Bm7; ['x', 'x', '9', '11', '10', '10']; ['0', '0', '1', '4', '2', '3']; 2; 0; 2; 1; 3
BMaj7; ['x', '2', '4', '3', '4', '2']; ['0', '1', '3', '2', '4', '1']; 2; 1; 2; 4; 2
BMaj7; ['x', 'x', '9', '8', '7', '6']; ['0', '0', '4', '3', '2', '1']; 1; 0; 3; 3; 4
BMaj7; ['x', 'x', '9', '11', '11', '11']; ['0', '0', '1', '2', '3', '4']; 3; 0; 2; 2; 1
BMaj7; ['x', 'x', '9', '11', '11', '11']; ['0', '0', '1', '3', '3', '3']; 1; 1; 2; 3; 0
BMaj7; ['7', 'x', '8', '8', '7', 'x']; ['1', '0', '3', '4', '2', '0']; 2; 0; 1; 4; 3
BMaj7; ['7', '9', '8', '8', '7', '7']; ['1', '4', '2', '3', '1', '1']; 2; 1; 2; 3; 5
Bm7b5; ['x', 'x', '9', '10', '10', '10']; ['0', '0', '1', '3', '3', '3']; 1; 1; 1; 3; 0
Bm7b5; ['x', 'x', '9', '10', '10', '10']; ['0', '0', '1', '2', '3', '4']; 3; 0; 1; 2; 1
Bm7b5; ['7', 'x', '7', '7', '6', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 1; 4; 3
Bm7b5; ['x', '2', '3', '2', '3', 'x']; ['0', '1', '3', '2', '4', '0']; 2; 0; 1; 4; 2
Bm7b5; ['7', '8', '9', '10', '10', '10']; ['1', '2', '3', '4', '4', '4']; 1; 1; 3; 4; 3
Bm7b5; ['x', '2', 'x', '2', '3', '1']; ['0', '2', '0', '3', '4', '1']; 2; 0; 2; 3; 2
Bm7b5; ['7', '8', '7', '7', '10', '7']; ['1', '2', '1', '1', '4', '1']; 1; 1; 3; 0; 2
B°7; ['x', '2', '3', '1', '3', 'x']; ['0', '2', '3', '1', '4', '0']; 2; 0; 2; 4; 2
B°7; ['7', '8', '6', '7', 'x', 'x']; ['2', '4', '1', '3', '0', '0']; 2; 0; 2; 3; 5
B°7; ['7', 'x', '6', '7', '6', 'x']; ['3', '0', '1', '4', '2', '0']; 2; 0; 1; 6; 3
B°7; ['x', 'x', '9', '10', '9', '10']; ['0', '0', '1', '3', '2', '4']; 2; 0; 1; 3; 1
B°7; ['x', 'x', '9', '10', '9', '10']; ['0', '0', '1', '2', '1', '3']; 2; 1; 1; 1; 0
B+7; ['x', '2', '5', '2', '4', '3']; ['0', '1', '4', '1', '3', '2']; 1; 1; 3; 2; 4
B+7; ['7', 'x', '7', '8', '8', 'x']; ['1', '0', '2', '3', '4', '0']; 2; 0; 1; 3; 2
B+7; ['x', 'x', '9', '12', '10', '11']; ['0', '0', '1', '4', '2', '3']; 1; 0; 3; 1; 3
B+7; ['x', '2', 'x', '2', '4', '3']; ['0', '1', '0', '2', '4', '3']; 2; 0; 2; 1; 2
BmMaj7; ['x', '2', '4', '3', '3', '2']; ['0', '1', '4', '2', '3', '1']; 2; 1; 2; 2; 4
BmMaj7; ['7', 'x', '8', '7', '7', 'x']; ['1', '0', '4', '2', '3', '0']; 3; 0; 1; 2; 4
BmMaj7; ['7', '9', '8', '7', '7', '7']; ['1', '3', '2', '1', '1', '1']; 1; 1; 2; 5; 0
BmMaj7; ['x', 'x', '9', '11', '11', '10']; ['0', '0', '1', '3', '4', '2']; 2; 0; 2; 3; 2
BmMaj7; ['x', 'x', '9', '7', '7', '6']; ['0', '0', '4', '2', '3', '1']; 2; 0; 3; 2; 4
Badd9; ['x', '2', '4', '4', '2', '2']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Badd9; ['x', 'x', '9', '8', '7', '9']; ['0', '0', '3', '2', '1', '4']; 2; 0; 2; 4; 1
Badd9; ['x', '2', '4', '6', '4', '2']; ['0', '1', '2', '4', '3', '1']; 2; 1; 4; 2; 3
Badd9; ['7', 'x', 'x', '8', '7', '9']; ['1', '0', '0', '3', '2', '4']; 2; 0; 2; 3; 1
Bmadd9; ['x', 'x', '9', '7', '7', '9']; ['0', '0', '3', '1', '1', '4']; 2; 1; 2; 4; 1
B6; ['x', '2', '1', '1', '0', '2']; ['0', '3', '1', '2', '0', '4']; 2; 0; 1; 5; 1
B6; ['x', '2', '4', '4', '4', '4']; ['0', '1', '3', '3', '3', '3']; 1; 1; 2; 4; 0
B6; ['x', '2', '4', '4', '4', '4']; ['0', '1', '2', '3', '4', '4']; 3; 1; 2; 3; 2
B6; ['x', 'x', '9', '11', '9', '11']; ['0', '0', '1', '3', '1', '4']; 2; 1; 2; 3; 1
B6; ['x', 'x', '9', '8', '9', '7']; ['0', '0', '3', '2', '4', '1']; 2; 0; 2; 4; 2
B6; ['7', 'x', '6', '8', '7', 'x']; ['2', '0', '1', '4', '3', '0']; 2; 0; 2; 2; 3
Bm6; ['x', '2', '0', '1', '0', 'x']; ['0', '3', '0', '1', '0', '0']; 1; 0; 1; 5; 0
Bm6; ['x', '2', '0', '1', '0', 'x']; ['0', '2', '0', '1', '0', '0']; 1; 0; 1; 0; 0
Bm6; ['7', '9', '9', '7', '9', '7']; ['1', '2', '3', '1', '4', '1']; 3; 1; 2; 4; 2
Bm6; ['x', 'x', '9', '11', '9', '10']; ['0', '0', '1', '3', '1', '2']; 1; 1; 2; 3; 0
Bm6; ['x', '2', '4', '1', '3', 'x']; ['0', '2', '4', '1', '3', '0']; 1; 0; 3; 2; 4
Bm6; ['7', 'x', '6', '7', '7', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 1; 3; 2
Bm6; ['x', '14', '12', '13', '12', 'x']; ['0', '4', '1', '3', '2', '0']; 2; 0; 2; 3; 5
Bm6; ['x', '14', '12', '13', '12', '14']; ['0', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
Bm6; ['x', '2', 'x', '1', '3', '2']; ['0', '2', '0', '1', '4', '3']; 2; 0; 2; 1; 2
Bmb6; ['x', '14', '12', '12', '12', '14']; ['0', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
Bmb6; ['7', 'x', '5', '7', '7', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 2; 3; 2
B9; ['x', '2', '1', '2', '2', 'x']; ['0', '2', '1', '3', '4', '0']; 3; 0; 1; 3; 2
B9; ['7', '9', '7', '8', '7', '9']; ['1', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
B9; ['7', 'x', '7', '6', '7', '7']; ['2', '0', '3', '1', '4', '4']; 3; 1; 1; 4; 2
B9; ['x', '2', '1', '2', '2', '2']; ['0', '2', '1', '3', '3', '3']; 2; 1; 1; 3; 0
B9; ['7', 'x', '7', '6', '4', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 3; 6; 4
B9; ['x', 'x', '9', '8', '10', '9']; ['0', '0', '2', '1', '4', '3']; 2; 0; 2; 1; 2
B9; ['7', '6', '7', '6', '7', 'x']; ['2', '1', '3', '1', '4', '0']; 3; 1; 1; 4; 2
B11; ['x', '2', '2', '2', '2', '2']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
B11; ['7', '9', '7', '9', '7', '9']; ['1', '2', '1', '3', '1', '4']; 3; 1; 2; 3; 1
B11; ['7', 'x', '7', '6', '5', '5']; ['3', '0', '4', '2', '1', '1']; 2; 1; 2; 6; 4
B11; ['x', '14', '13', '14', '12', '12']; ['0', '3', '2', '4', '1', '1']; 2; 1; 2; 5; 3
B11; ['x', '2', '2', '2', '4', '2']; ['0', '1', '1', '1', '3', '1']; 1; 1; 2; 2; 0
B11; ['x', 'x', '9', '9', '10', '11']; ['0', '0', '1', '1', '2', '3']; 1; 1; 2; 1; 0
B13; ['7', 'x', '7', '6', '4', '4']; ['3', '0', '4', '2', '1', '1']; 2; 1; 3; 6; 4
B13; ['7', 'x', '7', '8', '9', '9']; ['1', '0', '2', '3', '4', '4']; 2; 1; 2; 3; 2
B13; ['x', '2', '1', '2', '2', '4']; ['0', '2', '1', '3', '3', '4']; 2; 1; 3; 3; 1
B13; ['7', '9', '7', '8', '9', '7']; ['1', '3', '1', '2', '4', '1']; 2; 1; 2; 5; 2
B9sus4; ['x', '2', '2', '2', '2', '2']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
B9sus4; ['7', 'x', '7', '6', '5', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 2; 6; 4
B9sus4; ['7', 'x', '7', '6', '5', '5']; ['3', '0', '4', '2', '1', '1']; 2; 1; 2; 6; 4
B13sus4; ['x', '2', '2', '2', '2', '4']; ['0', '1', '1', '1', '1', '3']; 1; 1; 2; 1; 0
B13sus4; ['7', 'x', '7', '9', '9', '9']; ['1', '0', '2', '4', '4', '4']; 2; 1; 2; 0; 3
Bm9; ['x', '2', '0', '2', '2', 'x']; ['0', '2', '0', '3', '4', '0']; 3; 0; 0; 3; 2
Bm9; ['x', '2', '0', '2', '2', 'x']; ['0', '1', '0', '2', '3', '0']; 3; 0; 0; 2; 0
Bm9; ['x', '2', '0', '2', '2', 'x']; ['0', '1', '0', '3', '4', '0']; 3; 0; 0; 3; 2
Bm9; ['7', '9', '7', '7', '7', '9']; ['1', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
Bm9; ['x', '14', '12', '14', '14', 'x']; ['0', '2', '1', '3', '4', '0']; 3; 0; 2; 3; 2
Bm9; ['x', '14', '12', '14', '14', 'x']; ['0', '2', '1', '3', '3', '0']; 2; 1; 2; 3; 0
Bm9; ['x', '14', '12', '14', '14', '14']; ['0', '2', '1', '3', '3', '3']; 2; 1; 2; 3; 0
Bm9; ['x', 'x', '9', '7', '10', '9']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
Bm9; ['7', 'x', '7', '7', '7', '9']; ['2', '0', '3', '3', '3', '4']; 2; 1; 2; 4; 1
Bm11; ['x', '14', '12', '14', '12', '12']; ['0', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
Bm11; ['x', '2', '2', '2', '3', '2']; ['0', '1', '1', '1', '2', '1']; 1; 1; 1; 0; 0
Bm11; ['7', 'x', '7', '7', '5', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 2; 4; 3
Bm11; ['x', 'x', '9', '9', '10', '10']; ['0', '0', '1', '1', '2', '2']; 1; 2; 1; 0; 0
Bm11; ['x', '14', 'x', '14', '15', '12']; ['0', '2', '0', '3', '4', '1']; 2; 0; 3; 3; 2
Bm13; ['x', '2', 'x', '2', '3', '4']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
Bm13; ['7', '9', '7', '7', '9', '7']; ['1', '3', '1', '1', '4', '1']; 2; 1; 2; 5; 2
Bm13; ['7', 'x', '7', '7', '9', '9']; ['2', '0', '3', '3', '4', '4']; 2; 2; 2; 4; 2
Bm13; ['7', 'x', '7', '7', '9', '9']; ['1', '0', '2', '3', '4', '4']; 3; 1; 2; 3; 2
Bm13; ['x', '2', '4', '2', '3', '4']; ['0', '1', '3', '1', '2', '4']; 2; 1; 2; 4; 1
Bm13; ['x', '14', '12', '14', '14', '16']; ['0', '2', '1', '3', '3', '4']; 2; 1; 4; 3; 1
BmMaj9; ['x', '14', '12', '15', '14', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 3; 2; 3
BmMaj9; ['7', '9', '8', '7', '7', '9']; ['1', '3', '2', '1', '1', '4']; 2; 1; 2; 5; 1
BMaj9; ['x', '2', '1', '3', '2', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 2; 2; 3
BMaj9; ['x', 'x', '9', '8', '11', '9']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
BMaj9; ['x', '14', '11', '11', '11', '11']; ['0', '3', '1', '1', '1', '1']; 1; 1; 3; 5; 0
BMaj9; ['7', '6', '8', '6', '7', '6']; ['2', '1', '4', '1', '3', '1']; 2; 1; 2; 2; 4
BMaj9; ['7', 'x', '8', '6', '7', 'x']; ['2', '0', '4', '1', '3', '0']; 2; 0; 2; 2; 4
BMaj13; ['x', '2', 'x', '3', '4', '4']; ['0', '1', '0', '2', '4', '4']; 1; 1; 2; 0; 2
BMaj13; ['x', '2', 'x', '3', '4', '4']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
BMaj13; ['7', '6', '6', '6', '7', '6']; ['2', '1', '1', '1', '3', '1']; 2; 1; 1; 2; 0
BMaj13; ['7', 'x', '8', '8', '9', '9']; ['1', '0', '2', '3', '4', '4']; 2; 1; 2; 3; 2
B+9; ['x', '2', '1', '2', '2', '3']; ['0', '2', '1', '3', '3', '4']; 2; 1; 2; 3; 1
B+9; ['7', 'x', '7', '8', '8', '9']; ['1', '0', '2', '3', '3', '4']; 2; 1; 2; 3; 1
BMaj7#11; ['x', '2', '3', '3', '4', '2']; ['0', '1', '2', '3', '4', '1']; 2; 1; 2; 3; 2
BMaj7#11; ['7', 'x', '8', '8', '6', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
BMaj7#11; ['x', 'x', '9', '10', '11', '11']; ['0', '0', '1', '2', '3', '3']; 1; 1; 2; 2; 0
BMaj7#11; ['x', 'x', '9', '10', '11', '11']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
B9b5; ['x', '2', '1', '2', '2', '1']; ['0', '2', '1', '3', '4', '1']; 3; 1; 1; 3; 2
B9b5; ['7', '6', '7', '6', '6', 'x']; ['2', '1', '3', '1', '1', '0']; 2; 1; 1; 4; 0
B7b9; ['x', '2', '1', '2', '1', 'x']; ['0', '2', '1', '3', '1', '0']; 2; 1; 1; 3; 0
B7b9; ['x', '2', '1', '2', '1', 'x']; ['0', '3', '1', '4', '2', '0']; 2; 0; 1; 5; 3
B7b9; ['7', '9', '7', '8', '7', '8']; ['1', '4', '1', '2', '1', '3']; 2; 1; 2; 1; 5
B7b9; ['x', '2', '1', '2', '1', '2']; ['0', '2', '1', '3', '1', '4']; 3; 1; 1; 3; 1
B7b9; ['x', 'x', '9', '8', '10', '8']; ['0', '0', '2', '1', '3', '1']; 1; 1; 2; 2; 0
B7#9; ['x', '2', '1', '2', '3', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 2; 3; 2
B7#9; ['7', '9', '7', '8', '7', '10']; ['1', '3', '1', '2', '1', '4']; 1; 1; 3; 5; 1
B7#9; ['x', 'x', '9', '8', '10', '10']; ['0', '0', '2', '1', '3', '4']; 2; 0; 2; 2; 1
B7b5#9; ['x', '2', '1', '2', '3', '1']; ['0', '2', '1', '3', '4', '1']; 2; 1; 2; 3; 2
B7#11; ['7', '8', '7', '8', '7', '7']; ['1', '2', '1', '3', '1', '1']; 2; 1; 1; 3; 0
B7b5; ['x', '2', '3', '2', '4', 'x']; ['0', '1', '2', '1', '4', '0']; 1; 1; 2; 0; 2
B7b5; ['7', 'x', '7', '8', '6', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
B7b5; ['x', 'x', '9', '10', '10', '11']; ['0', '0', '1', '2', '2', '3']; 1; 1; 2; 1; 0
B7b5; ['x', 'x', '9', '10', '10', '11']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
B7b5; ['x', '2', '3', '2', '4', '5']; ['0', '1', '2', '1', '3', '4']; 1; 1; 3; 2; 1
Bm9b5; ['7', '8', '7', '7', '10', '9']; ['1', '2', '1', '1', '4', '3']; 1; 1; 3; 1; 2
B+7b9; ['x', '2', '1', '2', '1', '3']; ['0', '2', '1', '3', '1', '4']; 2; 1; 2; 3; 1
B+7b9; ['7', 'x', '7', '8', '8', '8']; ['1', '0', '2', '3', '3', '3']; 2; 1; 1; 3; 0
B+7#9; ['x', '2', '1', '2', '3', '3']; ['0', '2', '1', '3', '4', '4']; 2; 1; 2; 3; 2
B+7#9; ['7', 'x', '7', '8', '8', '10']; ['1', '0', '2', '3', '3', '4']; 2; 1; 3; 3; 1
C; ['x', '3', '2', '0', '1', '0']; ['0', '3', '2', '0', '1', '0']; 1; 0; 2; 5; 0
C; ['x', '3', '5', '5', '5', '3']; ['0', '1', '3', '3', '3', '1']; 1; 2; 2; 4; 0
C; ['x', '3', '5', '5', '5', '3']; ['0', '1', '2', '3', '4', '1']; 3; 1; 2; 3; 2
C; ['8', '10', '10', '9', '8', '8']; ['1', '3', '4', '2', '1', '1']; 2; 1; 2; 5; 4
C; ['8', '7', '5', '5', '5', '8']; ['3', '2', '1', '1', '1', '4']; 2; 1; 3; 6; 1
C; ['x', 'x', '10', '12', '13', '12']; ['0', '0', '1', '2', '4', '3']; 2; 0; 3; 1; 2
Cm; ['x', '3', '5', '5', '4', '3']; ['0', '1', '3', '4', '2', '1']; 2; 1; 2; 4; 3
Cm; ['8', '10', '10', '8', '8', '8']; ['1', '3', '4', '1', '1', '1']; 2; 1; 2; 5; 4
Cm; ['x', 'x', '10', '8', '8', '8']; ['0', '0', '3', '1', '1', '1']; 1; 1; 2; 4; 0
Cm; ['x', 'x', '10', '12', '13', '11']; ['0', '0', '1', '3', '4', '2']; 1; 0; 3; 3; 2
C5; ['8', '10', '10', 'x', 'x', 'x']; ['1', '3', '4', '0', '0', '0']; 2; 0; 2; 5; 4
C5; ['x', '3', '5', '5', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 2; 0; 2; 4; 3
C5; ['x', '3', '5', '5', 'x', 'x']; ['0', '1', '2', '3', '0', '0']; 2; 0; 2; 3; 0
C5; ['x', '3', '5', '5', 'x', 'x']; ['0', '1', '4', '4', '0', '0']; 1; 1; 2; 0; 4
C5; ['x', '3', '5', '5', 'x', 'x']; ['0', '1', '3', '3', '0', '0']; 1; 1; 2; 4; 0
C5; ['x', 'x', 'x', '5', '8', '8']; ['0', '0', '0', '1', '4', '4']; 1; 1; 3; 0; 2
C5; ['x', 'x', '10', '12', '13', 'x']; ['0', '0', '1', '3', '4', '0']; 1; 0; 3; 3; 2
Csus2; ['x', '3', '0', '0', '1', '3']; ['0', '3', '0', '0', '1', '4']; 2; 0; 2; 5; 1
Csus2; ['x', '3', '5', '5', '3', '3']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
Csus2; ['x', '3', '5', '7', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 1; 0; 4; 4; 3
Csus2; ['x', 'x', '10', '7', '8', '10']; ['0', '0', '3', '1', '2', '4']; 2; 0; 3; 4; 1
Csus2; ['x', 'x', '10', '12', '13', '10']; ['0', '0', '1', '3', '4', '1']; 1; 1; 3; 3; 2
Csus4; ['x', '3', '3', '0', '1', '1']; ['0', '3', '4', '0', '1', '1']; 2; 1; 2; 5; 4
Csus4; ['x', '3', '5', '5', '6', '3']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
Csus4; ['8', '10', '10', '10', '8', '8']; ['1', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
Csus4; ['x', 'x', '10', '12', '13', '13']; ['0', '0', '1', '3', '4', '4']; 1; 1; 3; 3; 2
Csus4; ['x', 'x', '10', '10', '8', '8']; ['0', '0', '3', '4', '1', '1']; 2; 1; 2; 4; 3
C+; ['x', '3', '2', '1', '1', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 2; 4; 5
C+; ['x', 'x', '10', '9', '9', '8']; ['0', '0', '4', '2', '3', '1']; 2; 0; 2; 2; 4
C+; ['8', '7', '6', '5', 'x', 'x']; ['4', '3', '2', '1', '0', '0']; 1; 0; 3; 5; 6
C+; ['8', '11', '10', '9', 'x', 'x']; ['1', '4', '3', '2', '0', '0']; 1; 0; 3; 4; 5
C+; ['x', '3', 'x', '5', '5', '4']; ['0', '1', '0', '3', '4', '2']; 2; 0; 2; 3; 2
C°; ['x', '3', '4', '5', '4', 'x']; ['0', '1', '2', '4', '3', '0']; 2; 0; 2; 2; 3
C°; ['8', 'x', '10', '8', '7', 'x']; ['2', '0', '4', '3', '1', '0']; 2; 0; 3; 3; 4
C°; ['8', '9', '10', '8', 'x', 'x']; ['1', '3', '4', '2', '0', '0']; 2; 0; 2; 5; 4
